公司代號名稱,資料來源,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2889 - 國票金,股東會確認,1,108/03/25,108/06/14,"2,875,474","2,021,558,944","1,574,536,705","23,610,434",0.45,0,"1,268,939,671",0.1,0,"28,198,660",新台幣                 10.0000元
2890 - 永豐金,股東會確認,1,108/03/22,108/06/14,"299,045,218","9,428,418,779","8,443,017,252","1,274,626,840",0.636,0,"7,168,390,412",0,0,0,新台幣                 10.0000元
2891 - 中信金,股東會確認,1,108/04/26,108/06/14,"13,593,678,758","36,032,425,239","24,648,118,283","4,401,136,214",1,0,"19,496,989,569",0,0,0,新台幣                 10.0000元
2891B - 中信金乙特,股東會確認,1,108/04/26,108/06/14,"13,593,678,758","36,032,425,239","24,648,118,283","4,401,136,214",2.25,0,"749,992,500",0,0,0,
2892 - 第一金,股東會確認,1,108/04/25,108/06/21,"6,033,916,259","17,332,199,294","20,947,321,271","7,374,908,328",1,0,"12,338,557,223",0.1,0,"123,385,572",新台幣                 10.0000元
2897 - 王道銀行,股東會確認,1,108/02/27,108/06/14,0,"954,659,038","11,527,397",0,0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2897A - 王道銀甲特,股東會確認,1,108/02/27,108/06/14,0,"954,659,038","11,527,397",0,0.03842465,0,"11,527,397",0,0,0,
2901 - 欣欣,股東會確認,1,108/03/15,108/06/19,"-275,667","31,659,534","28,245,480",0,0.3866951,0,"28,245,480",0,0,0,新台幣                 10.0000元
2903 - 遠百,股東會確認,1,108/03/20,108/06/25,"691,862,560","1,318,150,315","1,876,626,094","672,226,593",0.85,0,"1,204,399,501",0,0,0,新台幣                 10.0000元
2904 - 匯僑,股東會確認,1,108/05/08,108/06/27,"8,558,504","118,788,438","123,251,692","18,699,355",1.52,0,"104,552,337",0,0,0,新台幣                 10.0000元
2905 - 三商,股東會確認,1,108/03/29,108/06/14,"4,792,913,314","332,019,300",0,0,0,0.5,"413,341,344",0,0,0,新台幣                 10.0000元
2906 - 高林,股東會確認,1,108/03/26,108/06/18,"87,849,972","36,126,661","115,734,013","32,089,575",0.4,0,"83,644,438",0,0,0,新台幣                 10.0000元
2908 - 特力,股東會確認,1,108/03/26,108/06/20,"82,644,912","406,492,848","361,312,914","4,391,623",0.7,0.58,"652,656,075",0,0,0,新台幣                 10.0000元
2910 - 統領,股東會確認,1,108/03/21,108/06/28,0,"90,104,048",0,0,0,0,0,0,0,0,新台幣                 10.0000元
2911 - 麗嬰房,股東會確認,1,108/03/21,108/06/27,"34,554,815","-90,847,247","-45,710,117","-45,710,117",0,0,0,0,0,0,新台幣                 10.0000元
2912 - 統一超,股東會確認,1,108/02/27,108/06/12,"1,890,164,588","10,206,388,355","11,443,082,412","2,294,406,568",8.8,0,"9,148,675,844",0,0,0,新台幣                 10.0000元
2913 - 農林,股東會確認,1,108/03/06,108/05/23,"2,155,656,084","-41,988,316","2,164,220,394","1,927,220,394",0.3,0,"237,000,000",0,0,0,新台幣                 10.0000元
2915 - 潤泰全,股東會確認,1,108/03/28,108/06/19,"8,389,645,614","10,419,574,444",0,0,0,5.5,"3,106,733,267",0,0,0,新台幣                 10.0000元
2923 - 鼎固-KY,股東會確認,1,108/03/20,108/06/28,"13,035,420,179","1,631,299,010","12,089,375,417","10,836,361,590",0.72,0,"1,253,013,827",0,0,0,新台幣                 10.0000元
2929 - 淘帝-KY,股東會確認,1,108/04/30,108/06/14,"1,417,178,575","953,625,661","2,179,808,671","1,798,192,099",3.15,0,"258,514,452",1.5,0,"12,310,212",新台幣                 10.0000元
2936 - 客思達-KY,股東會確認,1,108/03/28,108/06/25,"281,176,483","-21,949,739","260,690,764","260,690,764",0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2939 - 凱羿-KY,股東會確認,1,108/03/11,108/05/29,"132,891,085","506,267,126","369,995,154","86,659,164",6,3,"425,003,985",0,0,0,新台幣                 10.0000元
3002 - 歐格,股東會確認,1,108/03/15,108/06/06,"607,592","-28,292,787","-27,033,778","-27,033,778",0,0,0,0,0,0,新台幣                 10.0000元
3003 - 健和興,股東會確認,1,108/03/20,108/06/12,"1,758,406,294","478,911,570","2,018,033,091","1,862,378,201",1,0.8,"280,178,802",0,0,0,新台幣                 10.0000元
3004 - 豐達科,股東會確認,1,108/02/22,108/06/06,"454,081,008","301,004,240","717,111,250","585,493,362",2.5,0,"131,617,888",0,0,0,新台幣                 10.0000元
3005 - 神基,股東會確認,1,108/02/26,108/05/31,"2,404,067,456","2,212,458,784","4,263,634,873","2,526,049,423",3,0,"1,737,585,450",0,0,0,新台幣                 10.0000元
3006 - 晶豪科,股東會確認,1,108/03/18,108/06/13,"2,580,579,416","706,507,721","3,216,773,095","2,788,134,707",1.5,0,"428,638,388",0,0,0,新台幣                 10.0000元
3008 - 大立光,股東會確認,1,108/04/22,108/06/12,"66,191,458,164","24,369,533,959","88,681,385,555","79,559,852,159",68,0,"9,121,533,396",0,0,0,新台幣                 10.0000元
3010 - 華立,股東會確認,1,108/03/22,108/05/30,"4,318,193,605","1,345,959,457","5,335,214,401","4,594,765,959",3.2,0,"740,448,442",0,0,0,新台幣                 10.0000元
3011 - 今皓,股東會確認,1,108/03/22,108/06/14,"-358,232,463","-33,314,213","-377,807,421","-377,807,421",0,0,0,0,0,0,新台幣                 10.0000元
3013 - 晟銘電,股東會確認,1,108/03/18,108/06/14,"272,624,705","110,051,215","356,175,625","307,295,119",0.3,0,"48,880,506",0,0,0,新台幣                 10.0000元
3014 - 聯陽,股東會確認,1,108/02/22,108/06/24,"40,728,953","486,960,706","367,267,986","12,831,873",2.2,0.5,"434,989,775",0,0,0,新台幣                 10.0000元
3015 - 全漢,股東會確認,1,108/03/21,108/06/11,"1,368,217,463","77,584,520","1,602,132,895","1,361,805,457",1.25,0,"240,327,438",0,0,0,新台幣                 10.0000元
3016 - 嘉晶,股東會確認,1,108/03/04,108/06/14,"22,464,744","430,119,383","403,752,306","129,350,991",1,0,"274,401,315",0,0,0,新台幣                 10.0000元
3017 - 奇鋐,股東會確認,1,108/03/13,108/06/13,"2,350,330,707","711,260,672","2,926,682,915","2,573,372,758",1,0,"353,310,157",0,0,0,新台幣                 10.0000元
3018 - 同開,股東會確認,1,108/03/28,108/06/25,"160,437","-157,506,789","-155,241,615",0,0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
3019 - 亞光,股東會確認,1,108/03/20,108/06/10,"280,718,929","1,092,556,488","1,468,584,728","822,091,756",2.3,0,"646,492,972",0,0,0,新台幣                 10.0000元
3021 - 鴻名,股東會確認,1,108/03/21,108/06/14,"98,596,611","124,640,282","191,052,863","119,942,762",0.75,0,"71,110,101",0,0,0,新台幣                 10.0000元
3022 - 威強電,股東會確認,1,108/04/26,108/06/12,"1,860,030,344","897,918,324","2,458,036,696","2,162,553,713",1,0.5,"443,224,475",0,0,0,新台幣                 10.0000元
3023 - 信邦,股東會確認,1,108/03/14,108/06/06,"1,131,743,808","1,413,476,696","2,293,453,072","1,266,831,082",4.5,0,"1,026,621,990",0,0,0,新台幣                 10.0000元
3024 - 憶聲,股東會確認,1,108/03/26,108/06/27,"-5,830,283","148,278,074","127,278,516","38,588,117",0.32,0,"88,690,399",0,0,0,新台幣                 10.0000元
3025 - 星通,股東會確認,1,108/03/21,108/06/25,"-533,105","1,163,740","841,026","841,026",0,0,0,0,0,0,新台幣                 10.0000元
3026 - 禾伸堂,股東會確認,1,108/03/06,108/06/05,"530,737,343","2,781,611,588","3,027,486,179","1,605,569,168",9,0,"1,421,917,011",0,0,0,新台幣                 10.0000元
3027 - 盛達,股東會確認,1,108/03/21,108/06/14,"-164,980,801","164,800,791",0,0,0,0,0,0,0,0,新台幣                 10.0000元
3028 - 增你強,股東會確認,1,108/03/20,108/06/12,"178,911,487","406,646,393","523,102,518","159,602,518",1.7,0,"363,500,000",0,0,0,新台幣                 10.0000元
3029 - 零壹,股東會確認,1,108/02/27,108/06/13,"111,065,350","252,939,269","336,085,201","151,482,225",1.5,0,"184,602,976",0,0,0,新台幣                 10.0000元
3030 - 德律,股東會確認,1,108/02/27,108/05/29,"778,247,679","1,064,399,376","1,719,972,793","845,973,593",3.7,0,"873,999,200",0,0,0,新台幣                 10.0000元
3031 - 佰鴻,股東會確認,1,108/03/22,108/06/12,"4,280,122","109,021,974","97,172,367","101,771",0.52,0,"97,070,596",0,0,0,新台幣                 10.0000元
3032 - 偉訓,股東會確認,1,108/03/22,108/06/20,"161,550,716","418,885,129","444,929,792","192,435,633",2.25,0,"252,494,159",0,0,0,新台幣                 10.0000元
3033 - 威健,股東會確認,1,108/03/28,108/06/20,"65,955,415","624,054,254","632,151,160","70,502,330",1.024171,0,"354,164,950",0.6,0,"20,748,388",新台幣                 10.0000元
3034 - 聯詠,股東會確認,1,108/04/24,108/06/05,"7,080,101,714","6,390,629,491","12,508,998,330","7,154,097,403",8.8,0,"5,354,900,927",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
3035 - 智原,股東會確認,1,108/04/23,108/06/13,"178,237,151","263,227,711","61,471,687","11,761,624",0.2,0.6,"198,840,251",0,0,0,新台幣                 10.0000元
3036 - 文曄,股東會確認,1,108/05/08,108/06/21,"2,774,187,884","2,778,228,955","5,437,601,097","4,049,633,743",2.36,0,"1,387,967,354",0,0,0,新台幣                 10.0000元
3037 - 欣興,股東會確認,1,108/03/28,108/06/21,"13,546,354,371","1,705,305,777","14,702,368,618","13,537,784,352",0.8,0,"1,164,584,266",0,0,0,新台幣                 10.0000元
3038 - 全台,股東會確認,1,108/03/08,108/06/04,"102,281,323","111,925,265","147,385,291","68,681,489",0.5,0,"78,703,802",0,0,0,新台幣                 10.0000元
3040 - 遠見,股東會確認,1,108/03/12,108/06/10,"197,516,313","82,490,549","271,032,611","145,032,611",2,0,"126,000,000",0,0,0,新台幣                 10.0000元
3041 - 揚智,股東會確認,1,108/04/29,108/06/11,"-356,167,577","-762,252,464","-1,100,513,256","-1,100,513,256",0,0,0,0,0,0,新台幣                 10.0000元
3042 - 晶技,股東會確認,1,108/04/25,108/06/12,"1,999,682,007","644,350,008","2,574,634,538","1,955,120,458",2,0,"619,514,080",0,0,0,新台幣                 10.0000元
3043 - 科風,股東會確認,1,108/03/29,108/06/28,"-3,274,200,653","-3,791,787","-3,214,459,308",0,0,0,0,0,0,0,新台幣                 10.0000元
3044 - 健鼎,股東會確認,1,108/05/09,108/06/21,"17,730,432,193","4,938,397,367","21,719,178,462","18,618,103,664",5.9,0,"3,101,074,798",0,0,0,新台幣                 10.0000元
3045 - 台灣大,股東會確認,1,108/04/30,108/06/12,"33,130,620","13,642,172,236","15,857,553,435","491,330,014",5.54897,0,"15,366,223,421",0,0,0,新台幣                 10.0000元
3046 - 建碁,股東會確認,1,108/03/19,108/06/12,"-213,265,657","-13,453,372","52,790,226","31,355,823",0.3,0,"21,434,403",0,0,0,新台幣                 10.0000元
3047 - 訊舟,股東會確認,1,108/03/15,108/06/13,"5,099,994","-27,126,658","-19,978,268","-19,978,268",0,0,0,0,0,0,新台幣                 10.0000元
3048 - 益登,股東會確認,1,108/03/08,108/06/05,"142,418,806","243,427,349","352,507,670","196,706,892",0.7,0,"155,800,778",0,0,0,新台幣                 10.0000元
3049 - 和鑫,股東會確認,1,108/03/13,108/06/12,"-255,796,343","183,340,376","-48,428,491","-48,428,491",0,0,0,0,0,0,新台幣                 10.0000元
3050 - 鈺德,股東會確認,1,108/05/07,108/06/18,"65,771,793","59,749,057","202,048,360","158,253,025",0.3,0,"43,795,335",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
3051 - 力特,股東會確認,1,108/03/25,108/06/20,"-1,733,243,457","-104,133,263","-1,842,659,777","-1,842,659,777",0,0,0,0,0,0,新台幣                 10.0000元
3052 - 夆典,股東會確認,1,108/03/27,108/06/24,"334,910,952","-135,917,869","201,993,083","201,993,083",0,0,0,0,0,0,新台幣                 10.0000元
3054 - 立萬利,股東會確認,1,108/03/26,108/06/14,"30,207,461","890,900","56,267,269","56,267,269",0,0,0,0,0,0,新台幣                 10.0000元
3055 - 蔚華科,股東會確認,1,108/03/26,108/06/26,"663,568,297","86,172,979","742,084,742","647,642,824",1,0,"94,441,918",0,0,0,新台幣                 10.0000元
3056 - 總太,股東會確認,1,108/03/22,108/06/12,"946,803,477","333,504,925","1,248,901,246","935,078,284",1.5,0,"313,822,962",0,0,0,新台幣                 10.0000元
3057 - 喬鼎,股東會確認,1,108/03/15,108/06/10,"-397,713,479","-64,001,616","-444,092,127","-444,092,127",0,0,0,0,0,0,新台幣                 10.0000元
3058 - 立德,股東會確認,1,108/03/28,108/06/18,0,"-158,416,081",0,0,0,0.2,"32,841,270",0,0,0,新台幣                 10.0000元
3059 - 華晶科,股東會確認,1,108/03/15,108/06/13,"2,317,383,769","130,562,102","2,448,817,701","2,311,812,038",0.5,0,"137,005,663",0,0,0,新台幣                 10.0000元
3060 - 銘異,股東會確認,1,108/03/21,108/06/18,"2,224,832","-329,217,824","-289,479,954","-289,479,954",0,0,0,0,0,0,新台幣                 10.0000元
3062 - 建漢,股東會確認,1,108/05/08,108/06/21,"787,237,793","166,599,507","902,889,057","771,446,890",0.4,0,"131,442,167",0,0,0,新台幣                 10.0000元
3090 - 日電貿,股東會確認,1,108/03/25,108/06/20,"49,760,424","1,529,066,162","1,660,904,712","499,633,237",6.5,0,"1,161,271,475",0,0,0,新台幣                 10.0000元
3094 - 聯傑,股東會確認,1,108/03/11,108/06/12,"216,283","37,635,199","33,986,386","730,350",0.4,0.4,"66,512,072",0,0,0,新台幣                 10.0000元
3130 - 一零四,股東會確認,1,108/03/13,108/05/29,"101,126,665","282,207,001","385,823,702","103,362,335",8.51,0,"282,461,367",0,0,0,新台幣                 10.0000元
3149 - 正達,股東會確認,1,108/05/10,108/06/24,"-795,083,461","-124,498,110","-690,870,427","-690,870,427",0,0,0,0,0,0,新台幣                 10.0000元
3164 - 景岳,股東會確認,1,108/03/27,108/06/28,"43,479,532","158,019,235","182,988,305","49,620,509",1.5,0,"133,367,796",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
3167 - 大量,股東會確認,1,108/04/10,108/05/29,"346,371,260","434,082,780","702,482,344","422,012,938",3.5,0,"280,469,406",0,0,0,新台幣                 10.0000元
3189 - 景碩,股東會確認,1,108/02/18,108/05/29,"13,300,485,569","349,485,057","13,589,003,732","12,912,742,232",1.5,0,"676,261,500",0,0,0,新台幣                 10.0000元
3209 - 全科,股東會確認,1,108/03/14,108/06/20,"33,231,685","211,359,883","257,783,308","54,353,222",1,0,"169,525,076",0.2,0,"3,390,501",新台幣                 10.0000元
3229 - 晟鈦,股東會確認,1,108/03/26,108/06/27,"-183,780,390","-71,925,414","-250,336,449","-250,336,449",0,0,0,0,0,0,新台幣                 10.0000元
3231 - 緯創,股東會確認,1,108/03/25,108/06/12,"5,326,348,352","4,908,471,903","9,723,070,647","5,496,430,722",1.48793283,0,"4,226,639,925",0,0,0,新台幣                 10.0000元
3257 - 虹冠電,股東會確認,1,108/05/03,108/06/20,"200,019,716","113,287,137","309,809,873","205,739,458",1.5,2.5,"277,521,107",0,0,0,新台幣                 10.0000元
3266 - 昇陽,股東會確認,1,108/03/20,108/06/21,"151,979,817","106,414,275","227,987,140","51,829,985",0.5,0,"176,157,155",0,0,0,新台幣                 10.0000元
3296 - 勝德,股東會確認,1,108/03/22,108/06/10,"-4,856,684","99,160,245","56,443,456","455,520",0.57,0.43,"98,224,450",0,0,0,新台幣                 10.0000元
3305 - 昇貿,股東會確認,1,108/03/25,108/06/19,"830,954,365","41,933,066","842,996,035","782,251,399",0.5,0.5,"121,489,272",0,0,0,新台幣                 10.0000元
3308 - 聯德,股東會確認,1,108/03/27,108/06/27,"-224,713,233","-154,499,749","-378,944,099","-378,944,099",0,0,0,0,0,0,新台幣                 10.0000元
3311 - 閎暉,股東會確認,1,108/02/25,108/06/12,"497,685,955","-33,815,884","352,830,145","352,830,145",0,0,0,0,0,0,新台幣                 10.0000元
3312 - 弘憶股,股東會確認,1,108/05/06,108/06/17,"19,603,916","138,461,128","164,504,543","21,101,026",0.6,0,"66,186,237",0.7,0,"7,721,728",新台幣                 10.0000元
3321 - 同泰,股東會確認,1,108/05/14,108/06/06,"-207,249,651","-338,170,292","-244,204,814","-244,204,814",0,0,0,0,0,0,新台幣                 10.0000元
3338 - 泰碩,股東會確認,1,108/03/15,108/06/06,"66,530,101","136,896,069","171,808,963","68,030,581",1.2,0,"103,778,382",0,0,0,新台幣                 10.0000元
3346 - 麗清,股東會確認,1,108/03/12,108/06/28,"162,759,516","205,940,754","315,061,665","201,710,225",1.66,0,"113,351,440",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
3356 - 奇偶,股東會確認,1,108/03/14,108/06/05,"-176,163,426","68,380,138","-125,686,308","-125,686,308",0,0,0,0,0,0,新台幣                 10.0000元
3376 - 新日興,股東會確認,1,108/05/07,108/06/18,"5,675,907,779","1,191,455,813","6,689,547,825","6,332,097,133",2,2,"714,901,384",0,0,0,新台幣                 10.0000元
3380 - 明泰,股東會確認,1,108/03/19,108/06/14,"528,646,232","-88,008,509","364,527,008","364,527,008",0,1,"543,261,660",0,0,0,新台幣                 10.0000元
3383 - 新世紀,股東會確認,1,108/03/22,108/06/26,"-2,033,118,129","-342,604,506","-2,378,368,614","-2,378,368,614",0,0,0,0,0,0,新台幣                 10.0000元
3406 - 玉晶光,股東會確認,1,0,108/06/26,"331,310,702","935,620,775","1,174,447,454","822,044,133",3.5,0,"352,403,321",0,0,0,新台幣                 10.0000元
3413 - 京鼎,股東會確認,1,108/02/27,108/05/29,"1,107,111,328","1,162,660,674","2,154,581,671","1,575,769,171",7,0,"578,812,500",0,0,0,新台幣                 10.0000元
3416 - 融程電,股東會確認,1,108/03/06,108/05/24,"1,672,940","205,026,369","149,291,854","4,928,960",2,0.6,"187,671,762",0,0,0,新台幣                 10.0000元
3419 - 譁裕,股東會確認,1,108/03/26,108/06/18,"-81,848,843","71,048,720",0,0,0,0,0,0,0,0,新台幣                 10.0000元
3432 - 台端,股東會確認,1,108/03/15,108/06/10,"192,371,575","279,623,910","468,729,094","468,729,094",0,0.5,"33,293,000",0,0,0,新台幣                 10.0000元
3437 - 榮創,股東會確認,1,108/05/10,108/06/25,"787,042,674","-386,784,579","280,623,756","280,623,756",0,0,0,0,0,0,新台幣                 10.0000元
3443 - 創意,股東會確認,1,108/01/31,108/05/16,"1,340,672,386","988,155,945","2,230,534,129","1,560,474,574",5,0,"670,059,555",0,0,0,新台幣                 10.0000元
3450 - 聯鈞,股東會確認,1,108/03/22,108/06/06,"891,861,516","595,153,167","1,403,628,445","966,584,299",3,0,"437,044,146",0,0,0,新台幣                 10.0000元
3454 - 晶睿,股東會確認,1,108/02/22,108/06/06,"694,473,422","329,577,424","994,989,638","784,663,028",2.5,0,"210,326,610",0,0.25,"2,103,266",新台幣                 10.0000元
3481 - 群創,股東會確認,1,108/05/09,108/06/20,"49,547,315,560","2,222,762,061","47,951,156,499","47,354,032,180",0.06,0,"597,124,319",0,0,0,新台幣                 10.0000元
3494 - 誠研,股東會確認,1,108/03/27,108/06/25,"-499,961,573","-287,245,847","-788,398,544","-788,398,544",0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
3501 - 維熹,股東會確認,1,108/03/25,108/06/14,"1,585,843,366","707,876,261","2,164,198,828","1,750,296,083",3.5,0,"413,902,745",0,0,0,新台幣                 10.0000元
3504 - 揚明光,股東會確認,1,108/04/25,108/06/12,"178,030,108","179,350,552","293,718,472","236,688,579",0.5,0,"57,029,893",0,0,0,新台幣                 10.0000元
3515 - 華擎,股東會確認,1,108/03/07,108/06/12,"58,101,313","592,924,071","709,896,074","227,105,558",4,0,"482,790,516",0,0,0,新台幣                 10.0000元
3518 - 柏騰,股東會確認,1,108/03/20,108/06/24,"-151,367,625","-338,308,782",0,0,0,0,0,0,0,0,新台幣                 10.0000元
3528 - 安馳,股東會確認,1,108/03/12,108/06/24,"145,746,566","177,387,529","305,395,342","141,402,302",2.5,0,"163,993,040",0,0,0,新台幣                 10.0000元
3530 - 晶相光,股東會確認,1,108/03/08,108/06/18,"73,483,910","157,432,541","215,643,195","59,687,395",2,0,"155,955,800",0,0,0,新台幣                 10.0000元
3532 - 台勝科,股東會確認,1,108/03/19,108/06/13,"5,028,457,192","5,580,458,898","10,047,778,370","6,557,143,670",9,0,"3,490,634,700",0,0,0,新台幣                 10.0000元
3533 - 嘉澤,股東會確認,1,108/03/21,108/06/14,"3,495,458,323","1,608,567,565","4,887,692,981","3,987,435,251",8.7,0,"900,257,730",0,0,0,新台幣                 10.0000元
3535 - 晶彩科,股東會確認,1,108/03/22,108/06/12,"-78,344,708","84,205,868","3,904,594","3,904,594",0,0,0,0,0,0,新台幣                 10.0000元
3536 - 誠創,股東會確認,1,108/03/29,108/06/24,"-355,321,949","-65,685,173","-421,007,122","-421,007,122",0,0,0,0,0,0,新台幣                 10.0000元
3545 - 敦泰,股東會確認,1,108/05/07,108/06/20,"1,058,983,658","-2,451,641,570","-1,434,755,743","-1,434,755,743",0,0.5,"150,000,000",0,0,0,新台幣                 10.0000元
3550 - 聯穎,股東會確認,1,108/03/28,108/06/21,"328,325,512","116,662,776","433,304,843","348,304,843",1,0,"85,000,000",0,0,0,新台幣                 10.0000元
3557 - 嘉威,股東會確認,1,108/03/13,108/05/28,"-229,857,625","316,582","-229,541,043","-229,541,043",0,0,0,0,0,0,新台幣                 10.0000元
3563 - 牧德,股東會確認,1,108/02/13,108/05/29,"249,050,922","1,296,400,699","1,414,663,256","264,240,938",27,0,"1,150,422,318",0,0,0,新台幣                 10.0000元
3576 - 聯合再生,股東會確認,1,108/03/22,108/06/17,0,"-468,293,834","-369,468,272","-369,468,272",0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
3583 - 辛耘,股東會確認,1,108/03/06,108/06/14,"619,781,713","417,769,751","998,286,292","797,466,292",2.5,0,"200,820,000",0,0,0,新台幣                 10.0000元
3588 - 通嘉,股東會確認,1,108/04/25,108/06/27,"243,191,813","37,014,823","277,371,617","253,924,517",0.5,0.25,"35,170,650",0,0,0,新台幣                 10.0000元
3591 - 艾笛森,股東會確認,1,108/05/06,108/06/18,0,"37,232,980",0,0,0,0.2999,"36,000,000",0,0,0,新台幣                 10.0000元
3593 - 力銘,股東會確認,1,108/03/25,108/06/26,"-497,006,424","-146,503,846","-146,503,850","-146,503,850",0,0,0,0,0,0,新台幣                 10.0000元
3596 - 智易,股東會確認,1,108/05/07,108/06/25,"2,889,899,973","871,519,137","3,704,851,946","3,124,186,676",3,0.5,"677,442,815",0,0,0,新台幣                 10.0000元
